tenure,monthly_charges,total_charges,contract,internet_service,tech_support,payment_method,churn
62,49.06,3249.67,Two year,DSL,No,Electronic check,0
26,38.21,1041.33,One year,Fiber optic,No,Credit card,0
37,24.7,897.09,Month-to-month,No,No,Mailed check,0
59,108.49,6981.43,Month-to-month,No,No,Bank transfer,0
6,60.82,467.13,Month-to-month,No,Yes,Credit card,1
4,68.68,326.53,Month-to-month,Fiber optic,Yes,Bank transfer,1
44,111.53,5326.25,Month-to-month,Fiber optic,Yes,Electronic check,1
57,97.18,5918.45,One year,Fiber optic,No,Mailed check,0
30,31.31,1018.6,Month-to-month,DSL,Yes,Electronic check,0
22,75.67,1899.57,One year,No,No,Mailed check,0
41,63.11,2643.53,Month-to-month,Fiber optic,No,Mailed check,1
9,99.32,1027.8,One year,DSL,No,Bank transfer,1
31,91.87,3130.27,Month-to-month,DSL,No,Electronic check,1
52,88.42,4667.08,Month-to-month,No,No,Bank transfer,0
29,52.74,1576.32,Month-to-month,DSL,Yes,Bank transfer,0
38,100.11,3762.69,Month-to-month,DSL,Yes,Bank transfer,0
30,23.34,764.18,Two year,Fiber optic,No,Electronic check,0
1,34.28,71.11,Month-to-month,DSL,No,Mailed check,1
11,52.23,620.64,One year,No,No,Mailed check,0
38,25.83,991.12,Two year,Fiber optic,Yes,Electronic check,0
65,41.97,2533.23,One year,Fiber optic,No,Mailed check,0
12,102.68,1203.09,Month-to-month,No,Yes,Electronic check,1
45,114.72,5307.62,Two year,Fiber optic,Yes,Electronic check,0
26,49.07,1303.03,Month-to-month,Fiber optic,Yes,Mailed check,0
16,44.98,809.93,Month-to-month,Fiber optic,No,Credit card,1
59,46.55,2816.83,Two year,Fiber optic,Yes,Bank transfer,0
63,46.33,3224.1,One year,DSL,Yes,Electronic check,0
34,21.66,712.03,Month-to-month,Fiber optic,No,Electronic check,1
69,112.55,8650.83,Month-to-month,No,No,Credit card,1
29,39.8,1145.74,Month-to-month,Fiber optic,No,Electronic check,1
70,60.84,4442.68,Month-to-month,No,No,Electronic check,1
62,18.99,1196.81,Month-to-month,Fiber optic,No,Mailed check,1
27,105.51,2871.31,Two year,Fiber optic,Yes,Mailed check,0
59,92.58,5154.09,Two year,No,Yes,Credit card,0
36,114.57,3929.5,Two year,DSL,No,Electronic check,0
21,97.72,2240.78,Month-to-month,Fiber optic,Yes,Bank transfer,0
67,50.0,3316.8,One year,Fiber optic,No,Mailed check,0
19,43.28,945.46,Two year,Fiber optic,No,Bank transfer,0
67,89.17,5852.12,Two year,DSL,No,Bank transfer,0
63,55.14,3870.23,Month-to-month,DSL,No,Credit card,0
16,75.75,1211.88,Month-to-month,DSL,No,Credit card,0
11,18.64,205.91,Month-to-month,Fiber optic,Yes,Electronic check,1
21,24.31,514.77,One year,No,No,Credit card,0
16,72.61,1329.56,One year,No,Yes,Mailed check,0
9,75.74,760.71,Two year,Fiber optic,No,Electronic check,1
64,94.65,5703.94,Month-to-month,No,No,Electronic check,1
21,31.46,650.94,Month-to-month,Fiber optic,Yes,Bank transfer,1
49,70.34,3384.24,Month-to-month,Fiber optic,No,Bank transfer,0
13,37.83,539.17,Month-to-month,Fiber optic,Yes,Bank transfer,0
63,27.51,1701.62,Month-to-month,Fiber optic,Yes,Electronic check,1
46,59.87,2952.93,One year,DSL,No,Credit card,0
28,34.66,1028.52,Month-to-month,Fiber optic,Yes,Credit card,0
35,40.62,1571.65,One year,Fiber optic,Yes,Credit card,0
51,50.39,2620.78,Month-to-month,Fiber optic,No,Electronic check,1
6,44.46,300.71,Month-to-month,No,No,Electronic check,1
28,26.93,858.48,Month-to-month,Fiber optic,Yes,Electronic check,1
10,27.17,290.24,Two year,DSL,Yes,Electronic check,1
32,37.71,1226.66,Month-to-month,Fiber optic,No,Electronic check,1
5,23.16,147.55,Two year,Fiber optic,Yes,Credit card,1
31,81.9,2405.18,Month-to-month,DSL,Yes,Electronic check,0
50,47.31,2358.03,Two year,DSL,No,Credit card,0
57,46.53,2475.13,Two year,Fiber optic,No,Electronic check,0
25,51.86,1251.09,Month-to-month,No,No,Credit card,1
45,85.61,3547.91,One year,Fiber optic,Yes,Mailed check,0
28,106.8,2793.39,Month-to-month,No,No,Mailed check,1
3,95.43,372.58,Two year,No,No,Credit card,0
12,92.21,1272.85,Month-to-month,DSL,Yes,Mailed check,0
38,67.41,2674.74,Month-to-month,Fiber optic,Yes,Mailed check,0
14,88.77,1367.48,One year,Fiber optic,No,Credit card,0
28,74.38,2165.32,Two year,DSL,No,Electronic check,0
28,40.06,1236.04,Month-to-month,Fiber optic,No,Electronic check,1
31,39.28,1352.58,One year,Fiber optic,No,Credit card,0
1,48.23,103.21,Month-to-month,DSL,No,Bank transfer,1
46,110.9,5537.69,Month-to-month,No,No,Bank transfer,0
21,73.84,1521.39,One year,Fiber optic,Yes,Mailed check,0
26,92.86,2554.29,Month-to-month,No,Yes,Bank transfer,0
66,53.35,3633.19,Month-to-month,DSL,No,Mailed check,1
55,59.59,3355.69,Two year,No,No,Electronic check,0
20,30.81,644.53,Month-to-month,Fiber optic,No,Credit card,0
46,35.47,1530.11,One year,DSL,No,Electronic check,0
58,102.39,5560.34,Month-to-month,Fiber optic,No,Credit card,0
5,77.65,503.38,Month-to-month,Fiber optic,Yes,Bank transfer,0
18,52.43,1022.11,Month-to-month,Fiber optic,No,Electronic check,1
56,99.89,5423.07,One year,Fiber optic,No,Electronic check,1
68,43.15,2845.93,One year,DSL,Yes,Mailed check,0
2,117.56,360.45,Month-to-month,Fiber optic,Yes,Credit card,1
0,53.17,52.18,Month-to-month,Fiber optic,No,Bank transfer,1
57,52.41,3004.11,Two year,Fiber optic,No,Electronic check,0
37,49.82,1726.81,Month-to-month,Fiber optic,Yes,Credit card,1
14,30.46,423.89,Two year,No,Yes,Bank transfer,0
33,29.34,976.28,Month-to-month,Fiber optic,No,Electronic check,1
60,84.11,5335.62,One year,Fiber optic,No,Credit card,0
34,107.26,3414.75,Month-to-month,No,No,Mailed check,0
63,98.63,6103.46,Two year,Fiber optic,No,Electronic check,1
24,32.39,841.34,One year,DSL,No,Credit card,0
23,73.65,1870.85,Month-to-month,DSL,Yes,Bank transfer,0
11,28.77,323.85,Month-to-month,Fiber optic,No,Bank transfer,1
17,22.62,426.01,One year,DSL,Yes,Mailed check,0
14,84.95,1390.31,One year,Fiber optic,No,Electronic check,1
26,72.59,2119.39,Month-to-month,DSL,Yes,Mailed check,0
71,26.37,2008.52,Month-to-month,DSL,No,Credit card,0
59,21.56,1348.53,Two year,Fiber optic,Yes,Bank transfer,0
45,118.96,5182.29,Month-to-month,No,No,Mailed check,1
16,21.06,367.61,One year,Fiber optic,Yes,Electronic check,0
52,63.34,3453.21,Month-to-month,No,Yes,Credit card,0
7,69.47,545.4,Two year,No,Yes,Electronic check,0
26,29.96,807.79,Two year,DSL,No,Mailed check,0
45,35.24,1683.95,Two year,DSL,Yes,Bank transfer,0
49,53.88,2937.59,Month-to-month,Fiber optic,No,Bank transfer,0
70,95.69,6515.85,Two year,No,No,Mailed check,0
2,69.72,198.55,Month-to-month,Fiber optic,No,Electronic check,1
63,83.07,5424.73,One year,No,No,Electronic check,0
43,118.49,4828.59,Month-to-month,DSL,No,Electronic check,0
52,96.34,5190.3,Month-to-month,DSL,Yes,Electronic check,0
23,62.3,1372.25,Two year,Fiber optic,Yes,Bank transfer,0
59,63.54,3805.22,Month-to-month,Fiber optic,No,Electronic check,1
2,81.11,249.19,One year,DSL,Yes,Mailed check,0
19,85.87,1569.74,One year,Fiber optic,No,Mailed check,0
45,69.07,2991.01,One year,DSL,Yes,Mailed check,0
14,83.78,1215.32,Month-to-month,Fiber optic,No,Mailed check,0
24,20.4,496.6,Month-to-month,No,Yes,Electronic check,0
70,61.82,4543.81,Two year,No,No,Bank transfer,0
16,46.45,794.23,Month-to-month,Fiber optic,No,Credit card,1
8,31.18,274.0,Month-to-month,Fiber optic,Yes,Electronic check,1
37,28.15,1059.15,Month-to-month,Fiber optic,Yes,Credit card,0
47,79.53,3445.6,Month-to-month,DSL,Yes,Bank transfer,0
59,71.41,4516.42,Two year,DSL,No,Electronic check,0
62,43.87,2510.09,Month-to-month,DSL,Yes,Credit card,0
1,66.04,140.78,One year,No,Yes,Bank transfer,0
71,68.21,4951.39,Month-to-month,No,No,Credit card,0
10,37.89,419.11,Month-to-month,Fiber optic,No,Mailed check,1
63,84.51,5629.94,Month-to-month,Fiber optic,Yes,Mailed check,1
71,97.65,7536.4,Month-to-month,DSL,Yes,Bank transfer,0
20,98.73,2256.88,Month-to-month,Fiber optic,No,Bank transfer,1
17,79.45,1442.5,One year,Fiber optic,No,Credit card,0
63,70.19,4178.3,Month-to-month,Fiber optic,Yes,Bank transfer,0
37,24.22,990.06,Month-to-month,DSL,No,Mailed check,0
31,47.36,1376.3,Month-to-month,No,Yes,Mailed check,0
10,27.51,321.21,Month-to-month,Fiber optic,Yes,Electronic check,1
44,116.31,5422.81,Two year,No,No,Credit card,0
32,31.78,1133.63,Month-to-month,No,Yes,Bank transfer,0
40,33.48,1481.8,Month-to-month,No,No,Bank transfer,0
7,108.74,792.18,Month-to-month,DSL,No,Bank transfer,1
10,114.28,1284.6,Two year,DSL,No,Credit card,0
50,96.11,4533.67,Month-to-month,DSL,Yes,Mailed check,0
40,18.55,696.43,Two year,DSL,Yes,Bank transfer,0
16,18.14,305.19,Month-to-month,Fiber optic,No,Bank transfer,1
45,56.57,2392.79,Two year,Fiber optic,Yes,Mailed check,0
31,32.63,1091.75,Two year,Fiber optic,No,Bank transfer,0
53,19.88,1174.2,One year,DSL,Yes,Electronic check,0
19,65.33,1324.78,Month-to-month,No,Yes,Mailed check,0
32,114.19,3568.68,Month-to-month,DSL,Yes,Mailed check,1
39,51.03,2181.31,Month-to-month,DSL,No,Mailed check,0
31,85.44,2927.16,Month-to-month,Fiber optic,No,Electronic check,1
1,84.53,176.93,Month-to-month,Fiber optic,Yes,Mailed check,1
32,43.61,1472.27,Month-to-month,Fiber optic,No,Credit card,1
29,84.34,2716.32,One year,DSL,Yes,Credit card,0
32,39.66,1220.64,Month-to-month,Fiber optic,Yes,Credit card,0
25,30.44,859.76,Month-to-month,DSL,No,Mailed check,0
21,89.54,2146.07,Month-to-month,DSL,No,Mailed check,0
65,29.57,2096.82,Two year,Fiber optic,Yes,Mailed check,0
37,119.68,4321.05,Month-to-month,DSL,Yes,Electronic check,0
45,36.71,1809.63,One year,DSL,No,Credit card,0
14,78.6,1178.44,Month-to-month,Fiber optic,No,Bank transfer,1
43,59.96,2688.33,Month-to-month,No,No,Bank transfer,1
48,30.89,1616.72,Month-to-month,No,Yes,Mailed check,0
60,20.84,1151.64,Month-to-month,Fiber optic,No,Electronic check,1
66,81.52,5312.12,Two year,DSL,Yes,Mailed check,0
5,100.29,639.73,One year,DSL,No,Bank transfer,0
8,103.89,993.72,Month-to-month,DSL,Yes,Credit card,1
5,67.24,431.57,Two year,Fiber optic,Yes,Bank transfer,0
31,97.3,2907.61,Month-to-month,Fiber optic,No,Credit card,0
40,86.63,3698.08,Two year,Fiber optic,No,Credit card,0
7,91.87,683.0,Two year,Fiber optic,No,Electronic check,1
71,68.25,5194.19,Month-to-month,DSL,Yes,Bank transfer,0
49,82.61,3919.95,Month-to-month,Fiber optic,No,Mailed check,0
61,100.16,6505.29,Month-to-month,DSL,No,Electronic check,0
61,58.58,3599.27,One year,Fiber optic,Yes,Credit card,0
6,100.21,769.69,Month-to-month,Fiber optic,No,Bank transfer,1
3,78.39,318.57,Two year,Fiber optic,No,Mailed check,0
5,34.92,215.08,One year,Fiber optic,Yes,Electronic check,1
57,20.52,1158.78,Month-to-month,Fiber optic,Yes,Mailed check,0
21,55.0,1266.75,Month-to-month,DSL,Yes,Bank transfer,0
25,73.76,1915.8,One year,DSL,Yes,Mailed check,0
2,103.66,281.01,Month-to-month,Fiber optic,No,Electronic check,1
40,31.0,1298.6,One year,DSL,No,Mailed check,0
59,99.62,6372.24,Month-to-month,Fiber optic,No,Bank transfer,0
13,106.03,1406.28,Month-to-month,Fiber optic,Yes,Electronic check,1
11,33.37,378.1,Month-to-month,No,No,Credit card,1
11,104.86,1285.72,One year,No,No,Electronic check,0
12,119.13,1647.18,Month-to-month,DSL,No,Bank transfer,1
24,92.14,2188.15,One year,No,Yes,Mailed check,0
44,98.05,4793.7,Month-to-month,Fiber optic,No,Credit card,0
18,119.43,2463.13,One year,Fiber optic,No,Credit card,0
54,79.76,4124.06,One year,DSL,No,Mailed check,0
44,49.4,2117.98,Month-to-month,No,Yes,Bank transfer,0
7,103.43,860.64,One year,DSL,Yes,Electronic check,0
52,80.68,4662.37,Month-to-month,No,No,Bank transfer,0
54,77.28,4428.82,Month-to-month,DSL,Yes,Credit card,0
31,43.87,1388.37,Month-to-month,Fiber optic,No,Electronic check,1
50,95.15,4531.41,One year,Fiber optic,No,Electronic check,0
43,26.33,1149.49,Two year,DSL,Yes,Mailed check,0
69,112.28,8027.43,One year,DSL,No,Bank transfer,0
17,51.23,890.96,Month-to-month,Fiber optic,Yes,Electronic check,0
21,31.03,684.06,One year,DSL,Yes,Mailed check,0
36,63.12,2162.72,Month-to-month,Fiber optic,No,Bank transfer,1
55,22.33,1238.52,Two year,Fiber optic,No,Credit card,0
58,87.83,4757.85,Month-to-month,No,Yes,Credit card,1
2,110.08,300.46,Two year,Fiber optic,No,Bank transfer,1
27,103.4,3102.06,One year,DSL,Yes,Electronic check,0
34,30.99,1020.67,One year,DSL,No,Electronic check,0
60,30.88,1911.99,One year,DSL,No,Credit card,0
53,100.97,5069.6,Month-to-month,No,Yes,Credit card,0
62,112.27,6737.08,One year,No,No,Electronic check,0
6,64.99,442.31,Month-to-month,Fiber optic,No,Bank transfer,1
48,68.9,3135.5,One year,DSL,No,Credit card,0
30,50.46,1422.21,One year,No,No,Electronic check,0
57,109.22,6812.6,Two year,No,Yes,Bank transfer,0
60,83.78,4611.62,Month-to-month,No,Yes,Mailed check,0
23,47.4,1037.79,Month-to-month,No,No,Bank transfer,0
19,48.48,1028.76,Month-to-month,Fiber optic,No,Electronic check,1
36,108.9,3853.63,One year,DSL,No,Bank transfer,0
3,19.39,81.02,Month-to-month,Fiber optic,Yes,Electronic check,1
19,50.92,946.34,Month-to-month,Fiber optic,No,Credit card,0
59,74.54,4237.4,Two year,Fiber optic,Yes,Mailed check,0
23,33.12,806.45,One year,Fiber optic,Yes,Credit card,0
49,27.39,1503.34,Month-to-month,DSL,No,Credit card,0
48,101.16,4533.97,Month-to-month,Fiber optic,No,Electronic check,1
50,109.23,5459.93,One year,Fiber optic,Yes,Electronic check,0
35,102.01,3336.77,Month-to-month,DSL,No,Electronic check,0
65,109.68,6803.43,One year,Fiber optic,No,Electronic check,0
33,74.42,2736.48,Month-to-month,No,Yes,Credit card,0
35,100.85,3337.58,Two year,No,No,Electronic check,0
5,57.17,367.5,Month-to-month,Fiber optic,Yes,Electronic check,1
38,85.96,3136.41,Month-to-month,Fiber optic,No,Credit card,1
41,118.86,5353.33,One year,DSL,No,Mailed check,0
57,41.02,2397.25,One year,Fiber optic,No,Mailed check,0
11,57.77,745.68,Month-to-month,Fiber optic,No,Bank transfer,1
2,66.96,186.89,One year,Fiber optic,Yes,Credit card,1
17,32.08,607.7,Month-to-month,No,No,Electronic check,1
39,26.27,1088.78,Two year,Fiber optic,No,Bank transfer,1
20,102.63,2173.74,Two year,DSL,No,Mailed check,0
14,117.63,1874.05,Month-to-month,DSL,No,Mailed check,0
25,59.28,1586.99,Two year,Fiber optic,No,Credit card,0
7,26.94,231.77,Month-to-month,Fiber optic,No,Electronic check,1
41,24.71,1013.13,Month-to-month,No,Yes,Electronic check,1
43,108.91,4878.22,Two year,Fiber optic,Yes,Bank transfer,0
13,65.31,982.11,One year,Fiber optic,No,Mailed check,0
1,50.64,95.5,Month-to-month,Fiber optic,No,Bank transfer,1
36,66.6,2457.17,Month-to-month,Fiber optic,No,Bank transfer,1
68,50.47,3803.33,Month-to-month,Fiber optic,Yes,Bank transfer,0
37,67.88,2565.82,Two year,Fiber optic,Yes,Electronic check,0
40,105.67,4118.3,Month-to-month,Fiber optic,No,Mailed check,1
61,78.41,4716.62,Month-to-month,DSL,No,Bank transfer,0
59,88.85,5741.58,Month-to-month,No,No,Mailed check,0
13,55.2,843.11,Month-to-month,DSL,Yes,Mailed check,0
1,93.33,203.46,Month-to-month,DSL,Yes,Bank transfer,0
69,85.99,6258.8,Month-to-month,DSL,No,Bank transfer,0
16,30.2,514.39,Month-to-month,DSL,Yes,Credit card,0
27,76.41,2003.7,Month-to-month,Fiber optic,No,Electronic check,1
65,44.19,2696.76,Two year,DSL,No,Mailed check,0
34,100.02,3192.47,Month-to-month,DSL,Yes,Bank transfer,0
4,61.45,277.61,One year,Fiber optic,Yes,Bank transfer,0
64,119.46,8352.11,One year,Fiber optic,Yes,Mailed check,0
39,27.44,1165.45,Two year,DSL,No,Bank transfer,0
55,97.6,5539.74,Two year,Fiber optic,Yes,Credit card,0
35,86.72,3433.31,Month-to-month,Fiber optic,Yes,Mailed check,0
44,96.28,4725.18,Month-to-month,No,No,Bank transfer,0
22,49.37,1170.74,Month-to-month,Fiber optic,Yes,Mailed check,0
46,68.19,3182.22,Month-to-month,DSL,No,Bank transfer,0
30,99.24,2862.42,One year,Fiber optic,Yes,Bank transfer,0
10,41.72,460.35,One year,Fiber optic,No,Electronic check,1
9,41.06,382.49,Two year,DSL,Yes,Mailed check,0
66,74.21,4871.09,Month-to-month,No,Yes,Electronic check,0
13,71.4,1088.09,Two year,Fiber optic,No,Bank transfer,0
9,46.79,453.11,Month-to-month,No,Yes,Mailed check,0
0,48.4,45.04,Month-to-month,Fiber optic,No,Mailed check,1
4,46.34,235.52,Month-to-month,Fiber optic,Yes,Credit card,1
19,96.69,1973.39,One year,Fiber optic,No,Credit card,0
7,84.49,634.53,Month-to-month,Fiber optic,No,Bank transfer,1
42,102.91,4156.6,Two year,Fiber optic,Yes,Bank transfer,0
0,117.5,129.0,Two year,No,Yes,Bank transfer,0
56,66.36,3588.31,Two year,Fiber optic,No,Bank transfer,0
63,24.8,1694.56,Month-to-month,No,No,Credit card,0
27,22.91,637.67,Two year,No,Yes,Mailed check,0
36,48.16,1758.75,One year,No,No,Electronic check,0
46,113.12,5098.62,Month-to-month,Fiber optic,Yes,Mailed check,0
36,71.37,2785.31,Month-to-month,Fiber optic,Yes,Mailed check,0
48,45.72,2410.84,Month-to-month,DSL,No,Credit card,1
43,58.72,2460.25,Month-to-month,Fiber optic,No,Mailed check,0
55,79.06,4068.83,Month-to-month,DSL,No,Mailed check,0
27,84.6,2196.79,Two year,DSL,Yes,Bank transfer,0
5,33.7,214.04,Month-to-month,DSL,Yes,Electronic check,1
60,117.66,7085.14,Month-to-month,No,No,Mailed check,0
19,73.57,1363.08,Two year,No,Yes,Mailed check,0
1,31.84,61.65,Month-to-month,Fiber optic,Yes,Electronic check,1
36,109.15,4050.05,Two year,Fiber optic,Yes,Bank transfer,0
19,25.61,548.26,Month-to-month,Fiber optic,No,Credit card,0
25,110.59,2956.85,One year,Fiber optic,Yes,Credit card,0
28,119.65,3245.03,Month-to-month,Fiber optic,Yes,Mailed check,0
0,89.44,83.33,One year,Fiber optic,No,Bank transfer,1
34,96.59,3321.38,Month-to-month,Fiber optic,No,Credit card,1
69,52.4,3356.36,One year,Fiber optic,Yes,Credit card,0
58,114.04,7072.28,Month-to-month,Fiber optic,No,Credit card,1
68,72.03,4872.11,Two year,Fiber optic,Yes,Credit card,0
32,92.7,2963.06,Month-to-month,No,No,Credit card,0
50,112.26,5735.69,Month-to-month,DSL,No,Mailed check,0
11,117.47,1468.55,One year,DSL,Yes,Credit card,1
19,102.99,2088.37,Month-to-month,Fiber optic,Yes,Mailed check,0
52,48.91,2749.01,One year,DSL,No,Electronic check,0
42,116.59,5143.08,Two year,Fiber optic,No,Electronic check,1
49,82.07,4339.84,One year,DSL,No,Bank transfer,0
28,112.93,3403.86,Month-to-month,Fiber optic,Yes,Mailed check,0
56,86.96,4652.5,One year,DSL,Yes,Bank transfer,0
38,49.34,1751.98,One year,Fiber optic,Yes,Electronic check,0
55,55.74,3373.28,Two year,Fiber optic,Yes,Electronic check,0
42,74.15,3472.64,Month-to-month,DSL,No,Electronic check,0
49,98.58,5152.71,Month-to-month,Fiber optic,No,Electronic check,1
22,50.43,1211.9,Month-to-month,DSL,Yes,Credit card,0
43,77.13,3237.71,Month-to-month,No,Yes,Electronic check,0
37,53.25,2040.68,Month-to-month,No,No,Credit card,0
22,101.21,2557.0,Month-to-month,DSL,Yes,Credit card,0
44,65.61,3162.75,Two year,No,No,Bank transfer,0
51,25.83,1290.61,Two year,Fiber optic,No,Credit card,0
49,34.94,1677.49,One year,No,No,Bank transfer,0
7,24.23,193.2,Month-to-month,Fiber optic,No,Credit card,1
0,68.93,67.61,Month-to-month,DSL,No,Credit card,1
7,28.85,224.85,Two year,No,Yes,Electronic check,0
28,29.64,881.39,Two year,DSL,No,Mailed check,0
4,113.99,514.27,Two year,DSL,Yes,Credit card,0
46,107.01,5294.36,One year,DSL,Yes,Mailed check,0
33,64.11,2284.39,Month-to-month,DSL,No,Mailed check,0
64,118.55,8214.83,Two year,Fiber optic,Yes,Mailed check,0
54,18.02,1058.78,Month-to-month,Fiber optic,Yes,Credit card,0
42,80.63,3513.13,Month-to-month,No,Yes,Mailed check,0
29,80.88,2562.31,One year,DSL,Yes,Credit card,0
16,64.66,1097.55,Month-to-month,No,No,Electronic check,0
25,58.49,1658.07,Month-to-month,No,Yes,Credit card,1
7,64.45,483.7,Month-to-month,DSL,No,Bank transfer,1
46,60.33,3071.21,Month-to-month,Fiber optic,No,Electronic check,1
71,92.51,6339.05,Two year,No,No,Mailed check,0
45,31.81,1347.0,Month-to-month,Fiber optic,No,Mailed check,1
67,38.16,2563.28,Month-to-month,Fiber optic,No,Bank transfer,1
32,36.41,1229.15,Month-to-month,Fiber optic,Yes,Electronic check,0
0,44.77,42.36,Month-to-month,Fiber optic,No,Bank transfer,1
18,71.58,1375.2,Month-to-month,DSL,No,Mailed check,0
30,29.34,965.55,One year,Fiber optic,No,Credit card,0
13,106.55,1419.23,Month-to-month,DSL,No,Mailed check,0
52,48.33,2602.64,One year,Fiber optic,Yes,Bank transfer,0
47,34.58,1606.5,Two year,No,No,Credit card,0
68,86.91,6032.49,One year,Fiber optic,Yes,Credit card,0
61,21.88,1401.85,Month-to-month,No,Yes,Mailed check,0
65,81.24,5201.44,Month-to-month,Fiber optic,Yes,Credit card,0
63,89.22,6274.79,Two year,Fiber optic,No,Electronic check,0
69,39.92,2830.04,Month-to-month,Fiber optic,No,Mailed check,1
62,22.28,1494.73,Two year,No,No,Mailed check,0
32,55.09,1899.83,Two year,Fiber optic,No,Electronic check,0
40,28.06,1231.64,Two year,DSL,Yes,Mailed check,0
47,29.88,1340.67,Two year,No,No,Bank transfer,0
12,43.93,539.4,One year,Fiber optic,No,Bank transfer,0
30,48.14,1488.58,Month-to-month,DSL,No,Mailed check,0
67,72.06,5245.37,Two year,Fiber optic,No,Electronic check,1
3,87.2,327.71,Month-to-month,No,No,Credit card,1
18,78.46,1631.19,Month-to-month,Fiber optic,No,Electronic check,1
69,33.13,2146.37,One year,Fiber optic,Yes,Bank transfer,0
12,35.55,432.12,One year,No,No,Mailed check,0
22,107.63,2310.74,Two year,Fiber optic,No,Electronic check,1
0,74.95,76.24,One year,Fiber optic,Yes,Credit card,1
53,106.73,6244.71,Month-to-month,DSL,No,Credit card,1
70,55.9,3774.51,Two year,DSL,Yes,Credit card,0
14,80.67,1222.89,Two year,Fiber optic,No,Credit card,0
64,71.41,4340.66,One year,No,No,Electronic check,1
70,50.55,3683.18,Month-to-month,DSL,No,Credit card,0
14,65.93,914.43,Month-to-month,Fiber optic,No,Bank transfer,0
20,69.25,1451.72,One year,DSL,Yes,Credit card,0
18,38.48,753.81,Month-to-month,Fiber optic,Yes,Bank transfer,0
59,50.13,3055.4,Month-to-month,DSL,No,Electronic check,1
32,98.72,3023.2,One year,DSL,Yes,Bank transfer,0
48,111.41,5089.37,Month-to-month,DSL,No,Electronic check,0
34,54.7,1980.13,Month-to-month,Fiber optic,Yes,Credit card,0
43,49.31,2303.68,Month-to-month,Fiber optic,Yes,Mailed check,0
10,37.91,451.04,Month-to-month,DSL,No,Bank transfer,1
71,87.21,6672.96,One year,No,No,Bank transfer,0
65,50.96,3682.16,Month-to-month,DSL,Yes,Mailed check,0
45,118.75,5362.27,Month-to-month,Fiber optic,Yes,Electronic check,1
8,51.22,445.41,One year,No,Yes,Electronic check,1
2,58.2,158.12,Two year,Fiber optic,No,Credit card,1
25,79.54,2047.32,One year,Fiber optic,Yes,Bank transfer,0
71,99.77,7400.91,Month-to-month,DSL,No,Electronic check,0
47,65.89,3362.23,Month-to-month,Fiber optic,No,Credit card,0
65,61.11,3845.68,Two year,Fiber optic,No,Electronic check,0
69,119.56,8391.95,Month-to-month,No,Yes,Mailed check,0
27,19.07,551.26,One year,DSL,No,Mailed check,0
25,109.3,2871.13,Month-to-month,Fiber optic,No,Mailed check,1
24,33.21,792.73,Month-to-month,Fiber optic,Yes,Credit card,1
11,98.16,1247.72,Two year,No,Yes,Bank transfer,0
4,81.03,378.68,One year,DSL,No,Mailed check,0
47,52.87,2743.31,One year,No,Yes,Mailed check,0
36,107.14,4323.01,Month-to-month,DSL,No,Electronic check,0
43,19.32,827.23,Month-to-month,Fiber optic,No,Mailed check,0
14,41.12,601.53,One year,DSL,No,Bank transfer,0
42,75.82,3418.89,One year,Fiber optic,No,Credit card,0
47,53.86,2562.68,Month-to-month,Fiber optic,No,Mailed check,1
69,80.26,5088.53,Month-to-month,DSL,Yes,Credit card,0
45,20.46,1020.19,Month-to-month,DSL,Yes,Credit card,0
42,29.88,1267.05,Two year,DSL,No,Bank transfer,0
20,30.96,611.6,One year,No,No,Electronic check,0
22,37.31,867.68,Two year,No,No,Electronic check,0
46,64.85,2876.6,Month-to-month,Fiber optic,No,Credit card,1
14,94.72,1337.26,Two year,DSL,Yes,Mailed check,0
24,110.36,2784.23,Month-to-month,Fiber optic,Yes,Credit card,0
35,103.21,3634.59,Month-to-month,Fiber optic,Yes,Electronic check,0
50,38.08,1970.43,Two year,No,Yes,Mailed check,0
14,63.0,1038.9,Month-to-month,Fiber optic,No,Electronic check,1
67,38.34,2794.32,Month-to-month,No,No,Bank transfer,0
20,44.98,851.57,Month-to-month,No,No,Electronic check,1
12,69.36,820.63,Month-to-month,No,No,Mailed check,1
18,24.95,484.49,One year,DSL,Yes,Mailed check,0
33,40.25,1403.06,One year,DSL,Yes,Credit card,0
67,113.41,8295.19,One year,Fiber optic,Yes,Mailed check,0
51,65.54,3496.05,One year,Fiber optic,No,Bank transfer,0
26,63.43,1619.35,One year,DSL,No,Electronic check,0
28,19.49,561.65,Month-to-month,DSL,No,Credit card,0
27,43.23,1285.24,Month-to-month,Fiber optic,No,Credit card,0
34,106.36,4037.4,Two year,Fiber optic,Yes,Mailed check,0
7,34.79,263.68,Month-to-month,DSL,Yes,Bank transfer,1
15,60.34,973.09,One year,Fiber optic,No,Credit card,0
35,19.46,652.77,Month-to-month,Fiber optic,Yes,Bank transfer,0
29,66.79,2002.5,One year,Fiber optic,No,Bank transfer,0
17,20.14,332.8,One year,DSL,No,Electronic check,0
1,101.6,221.15,Month-to-month,Fiber optic,Yes,Electronic check,1
48,102.14,5143.05,Month-to-month,Fiber optic,No,Electronic check,1
3,98.35,421.27,One year,DSL,No,Bank transfer,1
6,46.9,361.02,Month-to-month,Fiber optic,No,Electronic check,1
38,103.4,3776.66,Month-to-month,Fiber optic,Yes,Credit card,0
12,73.39,991.12,One year,DSL,No,Credit card,0
